"clave_unica","zona","estado","domicilio","id_loc","ps1","ps2","ps3","ps4","ps5","ps6","ps7","vol","facturacion","mes"
"810","SUR","CHIAPAS","CARRETERA FEDERAL 200, TEPIC-PUENTE TALISMAN.KM 24+400 DEL TRAMO TAPACHULA-CIUDAD HIDALGO S/N, COL. CENTRO C.P. 30840, PLANTA BAJA, CIUDAD HIDALGO, CHIAPAS, REFERENCIA: FRENTE AL CBETA (CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO)","232","28","39.5665","0","3","7","0","0","0","0","Septiembre"
"811","SUR","CHIAPAS","CALLE SEGUNDA ORIENTE NORTE 217, COL. CENTRO C.P. 29000, PALACIO FEDERAL 1ER. PISO, TUXTLA GUTIERREZ, CHIAPAS, REFERENCIA: EDIFICIO DEL PALACIO FEDERAL, ENTRE 1A AVENIDA NORTE Y 2A. AVENIDA NORTE.","243","140","82.1667","2","32","29","0","0","0","0","Septiembre"
"812","SUR","CHIAPAS","CENTRAL PONIENTE, ENTRE SEGUNDA Y CUARTA NORTE 17, COL. CENTRO C.P. 30700, PLANTA BAJA, PISO 1, PISO 2, TAPACHULA, CHIAPAS, REFERENCIA: AL LADO DE BBVA BANCOMER","244","69.8","55.0333","2","16.2333","18","0","1.1667","0","0","Septiembre"
"813","SUR","CHIAPAS","BOULEVARD FRAY MATIAS DE CORDOBA S/N, COL. CENTRO C.P. 30840, PLANTA BAJA, CD. HIDALGO, CHIAPAS, REFERENCIA: PUENTE INTERNACIONAL DR RODOLFO ROBLES","255","1","4.2","0","0","0","0","0","0","0","Septiembre"
"814","SUR","CHIAPAS","CARRETERA FEDERAL 200 TEPIC-PUENTE TALISMAN KM 311 + 300 S/N, COL. POBLADO FRONTERA TALISMAN C.P. 30870, PLANTA BAJA, TUXTLA CHICO, CHIAPAS, REFERENCIA: FRONTERA TALISMAN","256","1.0333","4.6","0","0","0","0","0","0","0","Septiembre"
"815","SUR","CHIAPAS","CARRETERA 225 EL JOCOTE -PUERTO MADERO KM 018+500 EJIDO MORELOS MPIO. DE TAPACHULA, CHIAPAS. C.P. 30798 S/N, COL. N/A C.P. 30798, BAJA, TAPACHULA, CHIAPAS, REFERENCIA: AEROPUERTO INTERNACIONAL DE TAPACHULA","257","2","1.6","0","1","1","0","0","0","0","Septiembre"
"816","SUR","CHIAPAS","CARRETERA 190 M?XICO-CD. CUAUHTEMOC TRAMO CHAMIC-L?NEA INTERNACIONAL M?XICO-GUATEMALA KM. 253.5, CD. CUAUHT?MOC,  MPIO. DE FRONTERA COMALAPA, CHIAPAS. C.P.30150","258","0","3.6","0","0","1","0","0","0","0","Septiembre"
"817","SUR","CHIAPAS","CALLE MESOAMERICA POLIGONO 2. 3, N?MERO INTERIOR? 2, COL. PARQUE INDUSTRIAL C.P. 30830, PLANTA BAJA, TAPACHULA, CHIAPAS, REFERENCIA: PUERTO CHIAPAS","389","2","4","0","0","0","0","0","0","0","Septiembre"
"818","SUR","CHIAPAS","CARRETERA LAGOS DE MONTEBELLO KM 15. DESVIO A LAZARO CARDENAS, POBLADO CARMEN XHAN. MUNICIPIO DE LA TRINITARIA, CHIAPAS. S/N, COL. CENTRO C.P. 30150, BAJA, LA TRINITARIA, CHIAPAS, REFERENCIA: POBLADO CARMEN XHAN","423","0","1.6","0","0","0","0","0","0","0","Septiembre"
"819","SUR","CHIAPAS","CARRETERA 190, M?XICO-CD. CUAUHT?MOC TRAMO CHAMIC-L?NEA INTERNACIONAL M?XICO-GUATEMALA, KM 256+200 S/N, COL. LAS CHAMPAS C.P. 30150, BAJA, CIUDAD CUAUHTEMOC, CHIAPAS, REFERENCIA: PASO FRONTERIZO A LA MESILLA, GUATEMALA A 5 MINUTOS DE LA SECCI?N ADUANERA D","424","1","1.5667","0","0","0","0","0","0","0","Septiembre"
"820","SUR","CHIAPAS","UNIDAD DE DILIGENCIACION #322, 3RA. CALLE SUR-PONIENTE NO. 2, BARRIO SAN JOSE.","455","0","0","0","0","1","0","0","0","0","Septiembre"
"821","SUR","CHIAPAS","CARR. ANTIGUO AEROPUERTO S/N, FRAC.DEL PREDIO RUSTICO DE LA SOLEDAD","491","2","0","0","1","0","0","0","0","0","Septiembre"
"822","SUR","CHIAPAS","KM 12.48 DEL TRAMO CARRETERO VERGEL -AEROPUERTO S/N, COL. FRANCISCO SARABI C.P. 29176, BAJA, CHIAPA DE CORZO, CHIAPAS, REFERENCIA: AEROPUERTO INTERNACIONAL ANGEL ALBINO CORZO","504","1","0.5667","0","0","0","0","0","0","0","Septiembre"
"823","SUR","CHIAPAS","RANCHO CERRO GORDO, CARRETERA 200 HUIXTLA VILLA COMATITLAN, KM 241. HUIXTLA, CHIAPAS","534","2","4.2999","0","1","1","0","0","0","0","Septiembre"
"824","SUR","CHIAPAS","3A. SUR PONIENTE 2, COL. CENTRO C.P. 30000, PLANTA BAJA, COMITAN DE DOMINGUEZ, CHIAPAS, REFERENCIA: N/D","1017","3","6","0","0","0","0","0","0","0","Septiembre"
"825","SUR","CHIAPAS","CARR. PALENQUE - CATAZAJ? KM. 2.5 S/N, COL. INTERIOR DEL AEROPUERTO INTERNACIONAL C.P. 29600, PLANTA BAJA, PALENQUE, CHIAPAS, REFERENCIA: AEROPUERTO","1020","0","0.5667","0","1","0","0","0","0","0","Septiembre"
"826","SUR","CHIAPAS","PALACIO MUNICIPAL CONOCIDO, COL. CENTRO C.P. 29520, 1ER. PISO, PICHUCALCO, CHIAPAS, REFERENCIA: EDIFICIO DE LA PRESIDENCIA MUNICIPAL","1096","2","0","0","0","0","0","0","0","0","Septiembre"
"827","SUR","CHIAPAS","PLAZA SAN CRISTOBAL, DIAGONAL HERMANOS PANIAGUA. 50, COL. BARRIO DE SAN RAM?N C.P. 29265, 1ER. PISO., SAN CRISTOBAL DE LAS CASAS, CHIAPAS, REFERENCIA: PLAZA SAN CRISTOBAL","1130","6","5","0","0","0","0","0","0","0","Septiembre"
"828","SUR","GUERRERO","AVENIDA COSTERA MIGUEL ALEMAN S/N, MUELLE FISCAL S/N, COL. CENTRO C.P. 39300, PLANTA BAJA, ACAPULCO, GUERRERO, REFERENCIA: ENFRENTE DE PALACIO FEDERAL","264","11.3335","15.2667","0","0.9333","4","0","0","0","0","Septiembre"
"829","SUR","GUERRERO","ANTON DE ALAMINOS  6, COL. FRACCIONAMIENTO MAGALLANES C.P. 39670, PRIMERO PISO, ACAPULCO, GUERRERO, REFERENCIA: ATRAS DEL RESTAURANTE EL ZORRITO","268","161.4002","95.4","2","31.4667","36.6999","0","1.6333","0","0","Septiembre"
"830","SUR","GUERRERO","PLAZA INDEPENDENCIA, CARRETERA IGUALA-TAXCO LOTE 28 MANZANA 3, COL. CD. INDUSTRIAL, IGUALA, GRO., C.P. 40025","282","87","49.8334","2","12.8333","19","0","0","0","0","Septiembre"
"831","SUR","GUERRERO","EMILIANO ZAPATA 28, COL. CENTRO C.P. 39000, PISO 4, CHILPANCINGO DE LOS BRAVO, GUERRERO, REFERENCIA: ESQUINA CALLE GALEANA","288","15","16.7331","0","5","2","0","0","0","0","Septiembre"
"832","SUR","GUERRERO","BOULEVAR DE LAS NACIONES, AREOPUERTO INTERNACIONAL JUAN N. ALVAREZ S/N S/N, COL. PLAN DE LOS AMATES C.P. 39931, PLANTA BAJA, ACAPULCO, GUERRERO, REFERENCIA: SALA INTERNACIONAL DEL AEROPUERTO INTERNACIONAL ","289","9.7","3.6","0","0","0","0","0","0","0","Septiembre"
"833","SUR","GUERRERO","IGNACIO MAYA 94, COL. CENTRO, FRACC. LA QUINTA C.P. 40000, PISO UNICO,  DEL.  IGUALA DE LA INDEPENDENCIA, IGUALA, GUERRERO, REFERENCIA: ESQUINA CALLE EUROPA","376","0","1","0","0","0","0","0","0","0","Septiembre"
"834","SUR","GUERRERO","AV. DE LOS PLATEROS 230, COL. BARRIO DE LA CATARINA","506","0","2","0","0","0","0","0","0","0","Septiembre"
"835","SUR","GUERRERO","CALLE EJIDO N? 43, ESQ. CON CALLE CUAUHT?MOC, COL. CENTRO, C.P. 40890, LOCALES 101, 103 Y 104","544","2","0","0","0","3.1666","0","0","0","0","Septiembre"
"836","SUR","GUERRERO","EJIDO 43, N?MERO INTERIOR  101, COL. CENTRO C.P. 40880, PRIMAR NIVEL, ZIHUATANEJO, GUERRERO, REFERENCIA: ENTRE CALLE CUAUHTEMOC Y 5 DE MAYO, ENFRENTE DE HELADOS HOLANDA","1099","2","2","0","0","0","0","0","0","0","Septiembre"
"837","SUR","GUERRERO","AV. DE LOS PLATEROS 230, COL. BARRIO DE LA CATARINA C.P. 40200, PISO UNICO,  DEL.  TAXCO DE ALARCON, TAXCO, GUERRERO, REFERENCIA: CASI ESQUINA CON CALLE 2DA. DE LA CATARINA","1112","1","0","0","0","0","0","0","0","0","Septiembre"
"838","SUR","GUERRERO","EJIDO 43, N?MERO INTERIOR  103, COL. CENTRO C.P. 4890, PRIMAR NIVEL, ZIHUATANEJO, GUERRERO, REFERENCIA: FRENTE A NUEVA ZELANDA","1178","1","0","0","1","2","0","0","0","0","Septiembre"
"839","SUR","GUERRERO","EJIDO 43, N?MERO INTERIOR  104, COL. CENTRO C.P. 40680, PRIMAR NIVEL, ZIHUATANEJO, GUERRERO, REFERENCIA: ESQUINA CON CALLE CUAUHTEMOC","1223","2","0","0","0","1","0","0","0","0","Septiembre"
"840","SUR","MORELOS","CALZADA DE LOS GALLOS # 98 COL. TEJALPA JIUTEPEC MORELOS","294","7","3","0","3","1","0","0","0","0","Septiembre"
"841","SUR","MORELOS","CARRETERA ACATLIPA-TETLAMA KM 5 C.P. 62580, TEMIXCO MOR.","485","0","0.4333","0","0","0","0","0","0","0","Septiembre"
"842","SUR","OAXACA","CARRETERA COSTERA-PINOTEPA-SALINA CRUZ KM. 237 S/N, COL. SANTA MAR?A HUATULCO C.P. 70980, UNICO, SANTA MARIA HUATULCO, OAXACA, REFERENCIA: INTERIOR DEL AEROPUERTO INTERNACIONAL DE HUATULCO","202","1","2.6","0","0","0","0","0","0","0","Septiembre"
"843","SUR","OAXACA","AV. MIRAMAR S/N, COL. CANTARRANAS C.P. 70680, UNICO, SALINA CRUZ, OAXACA, REFERENCIA: ZONA FRANJA INTERIOR DEL RECINTO FISCAL","231","18","14.8666","0","0","3","0","0","0","0","Septiembre"
"844","SUR","OAXACA","CALZADA PORFIRIO DIAZ 322, COL. REFORMA C.P. 68050, PLANTA BAJA, OAXACA DE JUAREZ, OAXACA, REFERENCIA: ESQUINA PRIVADA DE MONTE ALBAN","235","41.6667","11","0","0","5","0","0","0","0","Septiembre"
"845","SUR","OAXACA","MANUEL GARCIA VIGIL 709, COL. CENTRO C.P. 68000, PLANTA BAJA, OAXACA DE JUAREZ, OAXACA, REFERENCIA: ENTRE COSIJOPI Y QUETZALCOATL","236","99.8","97.4666","2","1","10","0","1","0","0","Septiembre"
"846","SUR","OAXACA","AMAPOLAS 1405, COL. REFORMA C.P. 68050, PLANTA BAJA, OAXACA DE JUAREZ, OAXACA, REFERENCIA: ENTRE ","241","61","2","1","14","20","0","1","0","0","Septiembre"
"847","SUR","OAXACA","HEROICO COLEGIO MILITAR 203, N?MERO INTERIOR  A, COL. REFORMA C.P. 68050, PRIMER PISO, OAXACA DE JUAREZ, OAXACA, REFERENCIA: ENTRE PRIVADA DE AMAPOLAS Y JAZMINEZ","242","32","5.6","0","2","5","0","0","0","0","Septiembre"
"848","SUR","OAXACA","CARRETERA OAXACA-PUERTO ANGEL KM 7.5 S/N, COL. MUNICIPIO DE SANTA CRUZ XOXOCOTL?N C.P. 71230, UNICO, MUNICIPIO DE SANTA CRUZ XOXOCOTLAN, OAXACA, REFERENCIA: INTERIOR DEL AEROPUERTO INTERNACIONAL DE OAXACA.","261","2","2.6","0","0","0","0","0","0","0","Septiembre"
"849","SUR","OAXACA","MANUEL AVILA CAMACHO  200, COL. CENTRO C.P. 70600, PLANTA BAJA, SALINA CRUZ, OAXACA, REFERENCIA: ENTRE PROGRESO Y MANZANILLO","313","9","11","0","5","5","0","0","0","0","Septiembre"
"850","SUR","OAXACA","CARRETERA COSTERA KM.6.5 S/N, COL. SAN PEDRO MIXTEPEC C.P. 71980, UNICO, PUERTO ESCONDIDO, OAXACA, REFERENCIA: INTERIOR DEL AEROPUERTO INTERNACIONAL DE PUERTO ESCONDIDO","319","1","0.5667","0","1","0","0","0","0","0","Septiembre"
"851","SUR","OAXACA","BLVD. CHAHUE ESQ. CON GUAMUCHIL","507","0","1","0","0","0","0","0","0","0","Septiembre"
"852","SUR","OAXACA","AV. MONTE ALB?N 18, COL. FRACCIONAMIENTO BACOCHO, MANZANA 3 SUPERMANZANA 1 C.P. 71983, PLANTA BAJA, PUERTO ESCONDIDO, OAXACA, REFERENCIA: ENTRE RETORNO C-1 Y MITLA","1161","4","5","0","0","0","0","0","0","0","Septiembre"
"853","SUR","OAXACA","BOULEVARD CHAHU? ESQUINA GUAM?CHIL S/N, COL. SECTOR H C.P. 70987, PLANTA BAJA, SANTA CRUZ HUATULCO, OAXACA, REFERENCIA: ESQUINA GUAM?CHIL","1170","0","3","0","0","0","0","0","0","0","Septiembre"
"854","SUR","OAXACA","AVENIDA EFRA?N R. G?MEZ ESQUINA 16 DE SEPTIEMBRE S/N, COL. CENTRO C.P. 70000, PLANTA ALTA, JUCHITAN DE ZARAGOZA, OAXACA, REFERENCIA: ENTRE 16 DE SEPTIEMBRE Y 5 DE MAYO","1214","4","9","0","0","0","0","0","0","0","Septiembre"
"855","SUR","OAXACA","BOULEVARD BENITO JUAREZ, MULTIPLAZA LOCAL 62 795, COL. FRACC. LOC ANGELES PRIMERA ETAPA C.P. 68370, PLANTA BAJA, SAN JUAN BAUTISTA TUXTEPEC, OAXACA, REFERENCIA:","1281","4","9","0","1","0","0","0","0","0","Septiembre"
"856","SUR","OAXACA","CARRETERA OAXACA-PUERTO ANGEL KM 7.5 S/N, COL. MUNICIPIO DE SANTA CRUZ XOXOCOTL?N C.P. 71230, UNICO, MUNICIPIO DE SANTA CRUZ XOXOCOTL?N, OAXACA, REFERENCIA: INTERIOR DEL AEROPUERTO INTERNACIONAL DE OAXACA.","2018","6","0","0","0","1","0","0","0","0","Septiembre"
"857","SUR","OAXACA","TAPIA 23, COL. FRACCIONAMIENTO PUERTA DEL SOL C.P. 69007, PLANTA BAJA, HUAJUAPAN DE LE?N, OAXACA, REFERENCIA: ESQUINA ZARAGOZA","2021","5","6","0","0","0","0","0","0","0","Septiembre"
"858","SUR","PUEBLA","CALLE I.  LIB. PUEBLA - TEHUAC?N 1046, COL. PARQUE INDUSTRIAL PUEBLA 2000 C.P. 72225, PB, PUEBLA, PUEBLA, REFERENCIA: JUNTO A PEMEX","263","31","15.9667","1","1.8667","1","0","0","0","0","Septiembre"
"859","SUR","PUEBLA","LATERAL RECTA A CHOLULA 103, COL. EX-HACIENDA ZAVALETA C.P. 72150, PB Y 1 PISO, PUEBLA, PUEBLA, REFERENCIA: JUNTO A PGR","266","301.2334","199.3333","4","49","55.9333","0","3","0","0","Septiembre"
"860","SUR","PUEBLA","BOULEVARD HEROES DEL 5 DE MAYO 3704, COL. ANZURES ZONA DORADA C.P. 72530, SEGUNDO PISO, PUEBLA, PUEBLA, REFERENCIA: A LADO DE PLAZA DORADA","283","227.9667","131.0333","2","42.4","37","1","3","0","0","Septiembre"
"861","SUR","PUEBLA","AV. HIDALGO NO. 1210 INT. 12, 13 Y 14 EDIF. LATINO, COL. CENTRO C.P. 23800","285","4.3333","3","0","1","6","0","0","0","0","Septiembre"
"862","SUR","PUEBLA","AV. 5 ORIENTE #1 ALTOS , PALACIO FEDERAL, COL. CENTRO, C.P. 72000","286","0","1","0","0","1","0","0","0","0","Septiembre"
"863","SUR","PUEBLA","PRIMERA DE ORIENTE Y PRIMERA DE MORELOS, PALACIO FEDERAL S/N, COL. ZONA CENTRO C.P. 75700, PLANTA BAJA, TEHUACAN, PUEBLA, REFERENCIA: FRENTE A LA PLAZA PRINCIPAL","287","16","17.2667","0","4","8","0","0","0","0","Septiembre"
"864","SUR","PUEBLA","CARR. FED. M?XICO ? PUEBLA, KM. 91.5   S/N C.P. 74160, PB,  DEL.  HUEJOTZINGO, PUEBLA, PUEBLA, REFERENCIA: AEROPUERTO INTERNACIONAL DE PUEBLA","293","1","3.5667","0","1","0","0","0","0","0","Septiembre"
"865","SUR","PUEBLA","CARR. FED. MEX - PUE   KM 91.5 C.P. 74159,  DEL.  HUEJOTZINGO, PUEBLA, PUEBLA, REFERENCIA: A 500 MTS DEL AEROPUERTO INTERNACIONAL DE PUEBLA","390","5","15.6666","0","0","1","0","0","0","0","Septiembre"
"866","SUR","PUEBLA","AV. 5 ORIENTE #1 ALTOS , PALACIO FEDERAL, COL. CENTRO, C.P. 72000","548","0","25","0","0","1","0","0","0","0","Septiembre"
"867","SUR","PUEBLA","BLVD. NI?OS HEROES #805, LOCAL 47, COL. REVOLUCION, C.P. 74270","1070","0","1","0","0","0","0","0","0","0","Septiembre"
"868","SUR","PUEBLA","AV. HIDALGO 206, COL. ZONA CENTRO C.P. 75200, PRIMER PISO, TEPEACA, PUEBLA, REFERENCIA: DONDE SE ENCUENTRA EL BANCOMER (ENRE LA 2 Y 4 PONIENTE)","1155","4","0","0","1","1","0","0","0","0","Septiembre"
"869","SUR","PUEBLA","AV. GUERRERO NO. 7 ?PLANTA ALTA, LOCALES 12,13 y 16, PLAZA LOS CEDROS, COL. CENTRO, C.P. 73300","1225","1","2","0","0","0","0","0","0","0","Septiembre"
"870","SUR","PUEBLA","PLAZA CORREGIDORA 21, COL. ZONA CENTRO C.P. 73160, PLANTA BAJA, HUAUCHINANGO, PUEBLA, REFERENCIA: ENTRE CALLES COL?N Y RAY?N","1248","2","5","0","1","2","0","0","0","0","Septiembre"
"871","SUR","QUINTANA ROO","45 AV. NORTE MANZANA 12 LOTES 10 Y 11 LOTES 10 Y 11, COL. FRACCIONAMIENTO GONZALO GUERRERO C.P. 77710, PLANTA BAJA,? DEL.? SOLIDARIDAD, PLAYA DEL CARMEN, QUINTANA ROO, REFERENCIA: ENTRE AV. CONSTITUYENTES Y 22 AV. NORTE","194","7.7334","3.7333","0","10","10","0","0","0","0","Septiembre"
"872","SUR","QUINTANA ROO","AV. MEXICO 51, COL. NO APLICA C.P. 77900, PB,  DEL.  MUNICIPIO OTHON P.BLANCO, CHETUMAL, QUINTANA ROO, REFERENCIA: FRONTERA CON BELICE","228","9.9666","6.4334","0","1","1","0","0","0","0","Septiembre"
"873","SUR","QUINTANA ROO","CARRETERA CANCUN-CHETUMAL KM 22 , S/N??COL. AEROPUERTO CD. DE CANCUN C.P. 77569","234","21.9667","30.3332","0","2","6","0","1","0","0","Septiembre"
"874","SUR","QUINTANA ROO","AV. BONAMPAK ESQUINA AV. NICHUPTE, MANZANA 1, SUPERMANZANA 8 LOTES 4 Y 5, COL. CENTRO C.P. 77504, TERCER PISO,  DEL.  BENITO JUAREZ, CANCUN, QUINTANA ROO, REFERENCIA:  CENTRO COMERCIAL Y DE NEGOCIOS VIVENDI AMERICAS","239","130.0335","79.8008","2","36.8333","15.1","1","2","0","0","Septiembre"
"875","SUR","QUINTANA ROO","BOULEVARD BAHIA 230, COL. CENTRO C.P. 77000, P.B.  1ER PISO,  DEL.  OTHON P BLANCO, CHETUMAL, QUINTANA ROO, REFERENCIA: ESQ. INDEPENDENCIA, FRENTE AL MUELLE FISCAL","247","55.5999","48","2","5.6333","10","0","2","0","0","Septiembre"
"876","SUR","QUINTANA ROO","AV. PEDRO JOAQUIN COLDWELL ENTRE CALLE 12 NORTE Y CALLE 14 NORTE  660, COL. CENTRO C.P. 77600, PLANTA BAJA, COZUMEL, QUINTANA ROO, REFERENCIA: A UN COSTADO DEL HOTEL BELLO CARIBE","249","0","5.3667","0","0","0","0","0","0","0","Septiembre"
"877","SUR","QUINTANA ROO","RAFAEL RUEDA MOLINA S/N TERMINAL MATIRIMA, EDIFICION ANEXO AL MUELLE DE PUERTO MORELOS S/N, COL. PUERTO MORELOS C.P. 77580, PLANTA ALTA,  DEL.  BENITO JUAREZ, PUERTO MORELOS, QUINTANA ROO, REFERENCIA: PUERTO MORELOS","251","0","6.2","0","2","1","0","0","0","0","Septiembre"
"878","SUR","QUINTANA ROO","BLVD. AEROPUERTO S/N, ENTRE EDIFICIO ANEXO AL AEROPUERTO INTERNACIONAL DE COZUMEL Y ESQ. CON 65 AV.  S/N, COL. CENTRO C.P. 77600, PB, COZUMEL, QUINTANA ROO, REFERENCIA: AEROPUERTO INTERNACIONAL DE COZUMEL","252","3","4.6","0","0","2","0","0","0","0","Septiembre"
"879","SUR","QUINTANA ROO","IINTERIOR DEL AEROPUERTO INTERNACIONAL DE CANCUN, TERMINAL 2 S/N, COL. AEROPUERTO INTERNACIONAL DE CANCUN C.P. 77565, PB,  DEL.  BENITO JUAREZ, CANCUN, QUINTANA ROO, REFERENCIA: TERMINAL 2","353","4","4.6333","0","3","1","0","0","0","0","Septiembre"
"880","SUR","QUINTANA ROO","INTERIOR DEL AEROPUERTO INTERNACIONAL DE CANCUN, TERMINAL 3 S/N, COL. AEROPUERTO INTERNACIONAL DE CANCUN C.P. 77565, PB,  DEL.  BENITO JUAREZ, CANCUN, QUINTANA ROO, REFERENCIA: TERMINAL 3","384","0","2.9666","0","0","2","0","0","0","0","Septiembre"
"881","SUR","QUINTANA ROO","SALA DE PASAJEROS DEL AEROPUERTO INTERNACIONAL DE COZUMEL S/N, COL. AEROPUERTO INTERNACIONAL? DE COZUMEL C.P. 77600, PB, COZUMEL, QUINTANA ROO, REFERENCIA: SECCION DE COZUMEL","437","0","0.5667","0","0","0","0","0","0","0","Septiembre"
"882","SUR","QUINTANA ROO","AV. REVOLUCION #660 SALA DE PASAJEROS, INTERIOR AEROPUERTO INTERNACIONAL DE CHETUMAL.","459","1","0.5667","0","0","0","0","0","0","0","Septiembre"
"883","SUR","QUINTANA ROO","SALVADOR NOVO S/N, COL. ADOLFO LOPEZ MATEOS","460","0","0","0","0","1","0","0","0","0","Septiembre"
"884","SUR","QUINTANA ROO","CARRETERA A BELICE, KM. 2, COL. SUBTENIENTE LOPEZ, C.P. 77900, CHETUMAL, QUINTANA ROO.","533","16.7667","23.0999","0","2","1","0","0","0","0","Septiembre"
"885","SUR","QUINTANA ROO","45 AV. NTE.  MZA 12 LOTE 10 Y 11, COL. GONZALO GUERRERO. C.P. 77710, 1ER PISO, 2? PISO.,  DEL.  SOLIDARIDAD, PLAYA DEL CARMEN, QUINTANA ROO, REFERENCIA: ENTRE AV. CONSTITUYENTES Y C.22,","1201","6.8666","6.2667","0","0","2.9","0","0","0","0","Septiembre"
"886","SUR","QUINTANA ROO","CARRETERA PUERTO JUAREZ PUNTA SAM, KM 0.3 SM 86 MZ2 LT 1,  S/N, COL. PUERTO JUAREZ C.P. 77527, PB,  DEL.  BENITO JUAREZ, CANCUN, QUINTANA ROO, REFERENCIA: MUELLE DE PUERTO JUAREZ","2011","0","1","0","0","0","0","0","0","0","Septiembre"
"887","SUR","TABASCO","RECINTO FISCAL,PTO DOS BOCAS,CARR.ESTATAL PARAISO PLAYAS,RANCHERIA EL LIMON,C.P. 86606","233","10","11.4999","0","6","10.6333","0","0","0","0","Septiembre"
"888","SUR","TABASCO","PASEO TABASCO 1203, COL. LINDAVISTA C.P. 86050, 1 PISO, VILLAHERMOSA, TABASCO, REFERENCIA: BENITO JUAREZ Y ADOLFO RUIZ CORTINEZ","237","147.2001","94.6355","2","32.967","40.9005","0","3","0","0","Septiembre"
"889","SUR","TABASCO","CARR. VILAHERMOSA - ESCARCEGA KM 2.5 INTERIOR DEL AEPTO. INT. ""C.P.A. CARLOS ROVIROSA P?REZ"",  S/N, COL. POBLADO DOS MONTES C.P. 86275, PLANTA BAJA, VILLAHERMOSA, TABASCO, REFERENCIA: INTERIOR DEL AEPTO. INT. ""C.P.A. CARLOS ROVIROSA P?REZ"", POBLADO DOS MO","290","3","4.6","0","1","1","0","0","0","0","Septiembre"
"890","SUR","TABASCO","CARR. TENOSIQUE - EL CEIBO KM. 56, INTERIOR DEL RECINTO FISCAL, EJIDO SUE?OS DE ORO. S/N, COL. EJIDO SUE?OS DE ORO C.P. 86928, PLANTA BAJA, TENOSIQUE, TABASCO, REFERENCIA: PUERTO FRONTERIZO EL CEIBO","377","0","4.2","0","0","1","0","0","0","0","Septiembre"
"891","SUR","TABASCO","BENITO JUAREZ GARCIA  105, N?MERO INTERIOR  4, COL. CENTRO C.P. 86300, PB, COMALCALCO, TABASCO, REFERENCIA: MARIANO ABASOLO Y ARISTA","1149","0.9667","0","0","0","0","0","0","0","0","Septiembre"
"892","SUR","TABASCO","LAZARO CARDENAS DEL RIO 15, COL. CENTRO C.P. 86500, PB, CARDENAS, TABASCO, REFERENCIA: ROSARIO GIL Y PROL. IGNACIO COMOMFORT","1159","0","2","0","0","0","0","0","0","0","Septiembre"
"893","SUR","TABASCO","PASEO TABASCO 1504, COL. TABASCO 2000 C.P. 86031, PLANTA ALTA, VILLAHERMOSA, TABASCO, REFERENCIA: VIA 2 Y VIA 3","1164","0","1","0","0","0","0","0","0","0","Septiembre"
"894","SUR","TABASCO","SIMON SARLAT S/N, COL. CENTRO C.P. 86991, PB, EMILIANO ZAPATA, TABASCO, REFERENCIA: VICENTE GUERRERO Y 5 DE MAYO","1249","0","2","0","0","0","0","0","0","0","Septiembre"
"895","SUR","TAMAULIPAS","CARRETERA RIO TAMESI KM 0+720  S/N, COL. PUERTO INDUSTRIAL ALTAMIRA C.P. 89600, PLANTA BAJA Y PLANTA ALTA, ALTAMIRA, TAMAULIPAS, REFERENCIA: ENTRE BOULEVARD DE LOS RIOS Y GOLFO DE CALIFORNIA.","136","31","45.3332","0","4","5","0","2","0","0","Septiembre"
"896","SUR","TAMAULIPAS","CALZADA BLANCA S/N, COL. MORELOS C.P. 89290, 1ER PISO, TAMPICO, TAMAULIPAS, REFERENCIA: INTERIOR RECINTO FISCAL ADUANA DE TAMPICO","146","29.1667","25.6333","0","0","2.4","0","0","0","0","Septiembre"
"897","SUR","TAMAULIPAS","EMILIANO P. NAFARRETE SUR #162 ENTRE JUAREZ E HIDALGO 162, COL. CENTRO C.P. 87000, PRIMER PISO, CD. VICTORIA, TAMAULIPAS, REFERENCIA: ENTRE HIDALGO Y JUAREZ","148","80.6","60.1","2","24.7333","12","0","0","0","0","Septiembre"
"898","SUR","TAMAULIPAS","HEROES DEL CA?ONERO ESQUINA ADUANA S/N, COL. ZONA CENTRO C.P. 89000, SEGUNDO PISO, TAMPICO, TAMAULIPAS, REFERENCIA: ENTRE ADUANA Y CENTENARIO","153","138","65.7667","2","29","28.9","0","4","0","0","Septiembre"
"899","SUR","TAMAULIPAS","BLVD. ADOLFO LOPEZ MATEOS 1001, COL. NUEVO AEROPUERTO C.P. 89339, 1ER PISO, TAMPICO, TAMAULIPAS, REFERENCIA: EDIFICO VUELOS PRIVADOS","367","3","2.6","0","0","1","0","0","0","0","Septiembre"
"900","SUR","TAMAULIPAS","CARRETERA A SOTO LA MARINA KM 18.5 S/N, COL. N/A C.P. 87230, PLANTA BAJA,  DEL.  GUEMEZ, CIUDAD VICTORIA, TAMAULIPAS, REFERENCIA: AEROPUERTO DE CD VICTORIA TAMAULIPAS","408","1","0.5667","0","0","0","0","0","0","0","Septiembre"
"901","SUR","TAMAULIPAS","ZARAGOZA S/N COL. GPE. VICTORIA, MUELLES DE METALES Y MINERALES","470","0","0.6","0","0","0","0","0","0","0","Septiembre"
"902","SUR","TAMAULIPAS","SERVANDO CANALES #101 ORIENTE, DEPTO. 3","517","1.7334","0","0","0","0","0","0","0","0","Septiembre"
